"Region","Farm","site_ID","treatment","Plot","day","ent","pod","sym","neel","orb_a","orb_j","meso_a","meso_j","prostig","astig","ot_mites","c_lav","dip_lar","hymen","pot","prot","symph","arach","chil","coleop","gast","wood","hemip","cater","dip","thy","earth","Total.Soil","Total.All","BC_meanC_all","BC_meanC_soil","community_all","community_soil"
"Cork",1,"Cork1","Control","C1",0,8,1,21,0,1,1,11,37,59,29,17,0,2,0,1,0,0,1,0,0,0,0,323,0,0,0,0,185,512,0.447756080849606,0.268253968253968,"Cork1.C1.0","Cork1.C1.0"
"Cork",1,"Cork1","Control","C2",0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.955106621773288,0.925925925925926,"Cork1.C2.0","Cork1.C2.0"
"Cork",1,"Cork1","Control","C3",0,2,0,14,0,0,0,2,79,20,84,5,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,206,214,0.410538506079907,0.28125,"Cork1.C3.0","Cork1.C3.0"
"Cork",1,"Cork1","Control","C4",0,1,0,11,0,1,0,8,29,14,60,0,1,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,124,140,0.338923829489867,0.175196850393701,"Cork1.C4.0","Cork1.C4.0"
"Cork",1,"Cork1","Drought","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Cork1.D1.0","Cork1.D1.0"
"Cork",1,"Cork1","Drought","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Cork1.D2.0","Cork1.D2.0"
"Cork",1,"Cork1","Drought","D3",0,0,3,19,0,0,0,0,4,14,194,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,243,245,0.647757968665586,0.57372654155496,"Cork1.D3.0","Cork1.D3.0"
"Cork",1,"Cork1","Drought","D4",0,0,4,16,0,0,0,0,8,7,104,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,151,0.579661016949153,0.453571428571429,"Cork1.D4.0","Cork1.D4.0"
"Cork",1,"Cork1","Control","C1",32,3,1,23,0,0,0,3,22,9,10,7,1,0,0,0,0,0,0,0,0,0,0,29,0,0,2,1,78,111,0.38957345971564,0.378190255220418,"Cork1.C1.32","Cork1.C1.32"
"Cork",1,"Cork1","Control","C2",32,52,13,25,0,0,0,7,32,6,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,154,0.377343113284434,0.349397590361446,"Cork1.C2.32","Cork1.C2.32"
"Cork",1,"Cork1","Control","C3",32,4,2,8,0,0,0,8,17,16,44,3,5,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,102,124,0.217705510388437,0.208768267223382,"Cork1.C3.32","Cork1.C3.32"
"Cork",1,"Cork1","Control","C4",32,39,2,6,0,0,0,1,14,17,133,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,217,222,0.375583722481654,0.354019746121298,"Cork1.C4.32","Cork1.C4.32"
"Cork",1,"Cork1","Drought","D1",32,27,4,30,0,1,1,12,28,7,52,23,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,185,199,0.236673773987207,0.181395348837209,"Cork1.D1.32","Cork1.D1.32"
"Cork",1,"Cork1","Drought","D2",32,10,3,9,0,0,0,1,38,10,146,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,222,224,0.418712674187127,0.39221140472879,"Cork1.D2.32","Cork1.D2.32"
"Cork",1,"Cork1","Drought","D3",32,86,5,25,0,0,0,25,20,2,17,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,184,188,0.446808510638298,0.426127527216174,"Cork1.D3.32","Cork1.D3.32"
"Cork",1,"Cork1","Drought","D4",32,57,10,30,0,1,0,44,29,19,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,205,207,0.471855455177206,0.446715328467153,"Cork1.D4.32","Cork1.D4.32"
"Cork",1,"Cork1","Control","C1",64,2,0,1,0,0,0,2,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,16,0.301587301587302,0.275862068965517,"Cork1.C1.64","Cork1.C1.64"
"Cork",1,"Cork1","Control","C2",64,2,2,0,0,0,0,3,1,0,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,17,22,0.36,0.32258064516129,"Cork1.C2.64","Cork1.C2.64"
"Cork",1,"Cork1","Control","C3",64,5,1,0,0,1,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.338983050847458,0.303571428571429,"Cork1.C3.64","Cork1.C3.64"
"Cork",1,"Cork1","Control","C4",64,2,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.254901960784314,0.208333333333333,"Cork1.C4.64","Cork1.C4.64"
"Cork",1,"Cork1","Drought","D1",64,0,0,1,0,0,0,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.636363636363636,0.615384615384615,"Cork1.D1.64","Cork1.D1.64"
"Cork",1,"Cork1","Drought","D2",64,1,0,0,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.436363636363636,0.403846153846154,"Cork1.D2.64","Cork1.D2.64"
"Cork",1,"Cork1","Drought","D3",64,0,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,11,0.320754716981132,0.326086956521739,"Cork1.D3.64","Cork1.D3.64"
"Cork",1,"Cork1","Drought","D4",64,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.533333333333333,0.5,"Cork1.D4.64","Cork1.D4.64"
"Cork",2,"Cork2","Control","C1",0,6,28,10,0,1,0,15,26,2,5,4,0,0,1,2,0,0,0,0,1,0,0,8,0,0,0,0,97,109,0.369369369369369,0.351089588377724,"Cork2.C1.0","Cork2.C1.0"
"Cork",2,"Cork2","Control","C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Cork2.C2.0","Cork2.C2.0"
"Cork",2,"Cork2","Control","C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Cork2.C3.0","Cork2.C3.0"
"Cork",2,"Cork2","Control","C4",0,70,12,146,0,0,0,11,79,7,5,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,341,343,0.518640350877193,0.514983351831299,"Cork2.C4.0","Cork2.C4.0"
"Cork",2,"Cork2","Drought","D1",0,10,4,7,0,0,0,7,30,2,74,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146,147,0.521153846153846,0.5146771037182,"Cork2.D1.0","Cork2.D1.0"
"Cork",2,"Cork2","Drought","D2",0,3,4,23,0,0,0,0,16,2,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,74,0.454545454545455,0.446575342465753,"Cork2.D2.0","Cork2.D2.0"
"Cork",2,"Cork2","Drought","D3",0,13,10,12,0,0,0,9,5,10,44,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107,108,0.5,0.491916859122402,"Cork2.D3.0","Cork2.D3.0"
"Cork",2,"Cork2","Drought","D4",0,7,6,7,0,0,0,3,21,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0.4,0.386996904024768,"Cork2.D4.0","Cork2.D4.0"
"Cork",2,"Cork2","Control","C1",32,17,21,4,0,1,3,7,13,6,14,8,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,94,99,0.365853658536585,0.365280289330922,"Cork2.C1.32","Cork2.C1.32"
"Cork",2,"Cork2","Control","C2",32,8,8,39,0,0,0,11,35,11,73,4,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,189,196,0.295572916666667,0.2907133243607,"Cork2.C2.32","Cork2.C2.32"
"Cork",2,"Cork2","Control","C3",32,117,19,38,0,4,0,7,39,12,42,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,284,288,0.241596638655462,0.233654876741693,"Cork2.C3.32","Cork2.C3.32"
"Cork",2,"Cork2","Control","C4",32,33,33,21,0,0,0,10,53,3,9,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,163,169,0.250700280112045,0.241678726483357,"Cork2.C4.32","Cork2.C4.32"
"Cork",2,"Cork2","Drought","D1",32,13,19,14,0,0,0,4,7,11,76,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150,151,0.383480825958702,0.372932330827068,"Cork2.D1.32","Cork2.D1.32"
"Cork",2,"Cork2","Drought","D2",32,9,15,11,0,1,3,3,15,4,96,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,178,180,0.466032608695652,0.456310679611651,"Cork2.D2.32","Cork2.D2.32"
"Cork",2,"Cork2","Drought","D3",32,48,33,31,0,0,0,6,37,3,267,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,436,440,0.442675159235669,0.441390460792239,"Cork2.D3.32","Cork2.D3.32"
"Cork",2,"Cork2","Drought","D4",32,27,19,19,0,0,0,7,45,5,33,6,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,161,166,0.145480225988701,0.128093158660844,"Cork2.D4.32","Cork2.D4.32"
"Cork",2,"Cork2","Control","C1",64,19,3,3,0,1,0,2,6,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,42,0.249122807017544,0.234200743494424,"Cork2.C1.64","Cork2.C1.64"
"Cork",2,"Cork2","Control","C2",64,0,1,0,0,0,0,2,3,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0.433526011560694,0.426751592356688,"Cork2.C2.64","Cork2.C2.64"
"Cork",2,"Cork2","Control","C3",64,19,1,0,0,0,1,1,9,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,40,0.249097472924188,0.233716475095785,"Cork2.C3.64","Cork2.C3.64"
"Cork",2,"Cork2","Control","C4",64,4,0,1,0,0,0,2,9,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,21,0.303482587064677,0.286486486486487,"Cork2.C4.64","Cork2.C4.64"
"Cork",2,"Cork2","Drought","D1",64,6,2,0,0,0,0,2,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0.269035532994924,0.243243243243243,"Cork2.D1.64","Cork2.D1.64"
"Cork",2,"Cork2","Drought","D2",64,16,6,2,0,0,0,1,33,0,10,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,77,0.491764705882353,0.465295629820051,"Cork2.D2.64","Cork2.D2.64"
"Cork",2,"Cork2","Drought","D3",64,4,11,1,0,0,0,2,32,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,73,77,0.609411764705882,0.596009975062344,"Cork2.D3.64","Cork2.D3.64"
"Cork",2,"Cork2","Drought","D4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Cork2.D4.64","Cork2.D4.64"
"Cork",3,"Cork3","Control","C1",0,1,0,0,0,1,1,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.855072463768116,0.851301115241636,"Cork3.C1.0","Cork3.C1.0"
"Cork",3,"Cork3","Control","C2",0,19,14,2,0,16,13,16,10,6,5,11,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,112,119,0.363344051446945,0.367364016736402,"Cork3.C2.0","Cork3.C2.0"
"Cork",3,"Cork3","Control","C3",0,25,12,1,0,44,32,6,5,6,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,144,0.380952380952381,0.375284306292646,"Cork3.C3.0","Cork3.C3.0"
"Cork",3,"Cork3","Control","C4",0,65,14,3,0,32,22,8,5,3,263,62,0,0,1,9,0,0,0,0,3,0,0,0,0,0,0,0,477,490,0.44574780058651,0.446327683615819,"Cork3.C4.0","Cork3.C4.0"
"Cork",3,"Cork3","Drought","D1",0,9,0,0,0,11,3,1,4,5,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,42,0.651709401709402,0.658213891951488,"Cork3.D1.0","Cork3.D1.0"
"Cork",3,"Cork3","Drought","D2",0,4,0,0,0,19,8,1,3,9,21,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,0.431899641577061,0.418282548476454,"Cork3.D2.0","Cork3.D2.0"
"Cork",3,"Cork3","Drought","D3",0,3,2,0,0,5,3,5,10,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,35,0.724669603524229,0.725934314835787,"Cork3.D3.0","Cork3.D3.0"
"Cork",3,"Cork3","Drought","D4",0,20,1,0,0,117,27,7,25,2,30,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,241,244,0.444954128440367,0.44593804792519,"Cork3.D4.0","Cork3.D4.0"
"Cork",3,"Cork3","Control","C1",32,20,7,1,0,51,6,22,2,5,13,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144,152,0.210914454277286,0.192955589586524,"Cork3.C1.32","Cork3.C1.32"
"Cork",3,"Cork3","Control","C2",32,52,26,3,0,50,23,27,9,13,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,219,221,0.156862745098039,0.149439601494396,"Cork3.C2.32","Cork3.C2.32"
"Cork",3,"Cork3","Control","C3",32,42,9,0,0,79,2,12,9,6,11,12,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182,185,0.169354838709677,0.157750342935528,"Cork3.C3.32","Cork3.C3.32"
"Cork",3,"Cork3","Control","C4",32,67,12,0,0,40,27,7,2,8,10,12,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,185,190,0.192307692307692,0.179591836734694,"Cork3.C4.32","Cork3.C4.32"
"Cork",3,"Cork3","Drought","D1",32,14,12,5,0,16,2,11,17,1,8,8,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,94,98,0.440350877192982,0.432188065099458,"Cork3.D1.32","Cork3.D1.32"
"Cork",3,"Cork3","Drought","D2",32,7,8,0,0,8,0,8,7,1,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,56,58,0.551020408163265,0.542976939203354,"Cork3.D2.32","Cork3.D2.32"
"Cork",3,"Cork3","Drought","D3",32,26,9,0,0,10,2,9,8,4,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,79,81,0.427238805970149,0.41491395793499,"Cork3.D3.32","Cork3.D3.32"
"Cork",3,"Cork3","Drought","D4",32,85,11,3,2,75,18,15,32,4,13,14,4,0,0,4,0,0,0,2,0,0,0,0,0,0,2,1,272,285,0.251059322033898,0.234323432343234,"Cork3.D4.32","Cork3.D4.32"
"Cork",3,"Cork3","Control","C1",64,1,2,0,0,8,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.445454545454545,0.386934673366834,"Cork3.C1.64","Cork3.C1.64"
"Cork",3,"Cork3","Control","C2",64,2,2,0,0,5,2,0,4,0,0,5,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0.380597014925373,0.386046511627907,"Cork3.C2.64","Cork3.C2.64"
"Cork",3,"Cork3","Control","C3",64,1,1,1,0,11,3,9,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0.304347826086957,0.258964143426295,"Cork3.C3.64","Cork3.C3.64"
"Cork",3,"Cork3","Control","C4",64,1,21,0,0,8,7,20,2,0,0,11,1,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0,70,82,0.371900826446281,0.368674698795181,"Cork3.C4.64","Cork3.C4.64"
"Cork",3,"Cork3","Drought","D1",64,0,3,0,0,1,0,1,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0.568627450980392,0.577142857142857,"Cork3.D1.64","Cork3.D1.64"
"Cork",3,"Cork3","Drought","D2",64,11,5,0,0,79,11,5,7,1,4,7,3,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,130,141,0.625,0.642748091603053,"Cork3.D2.64","Cork3.D2.64"
"Cork",3,"Cork3","Drought","D3",64,2,2,0,0,6,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0.528301886792453,0.540983606557377,"Cork3.D3.64","Cork3.D3.64"
"Cork",3,"Cork3","Drought","D4",64,1,11,0,0,21,5,1,4,1,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,47,52,0.461538461538462,0.461300309597523,"Cork3.D4.64","Cork3.D4.64"
"Cork",4,"Cork4","Control","C1",0,15,10,27,0,0,0,8,33,14,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,107,114,0.313568985176739,0.302843016069221,"Cork4.C1.0","Cork4.C1.0"
"Cork",4,"Cork4","Control","C2",0,12,26,16,0,0,1,3,14,15,0,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,94,100,0.203410475030451,0.16776750330251,"Cork4.C2.0","Cork4.C2.0"
"Cork",4,"Cork4","Control","C3",0,16,4,5,0,0,1,2,10,2,0,2,0,1,0,0,0,0,0,0,1,0,0,21,0,0,0,1,42,66,0.465693430656934,0.431693989071038,"Cork4.C3.0","Cork4.C3.0"
"Cork",4,"Cork4","Control","C4",0,11,18,3,0,1,0,3,8,30,20,44,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,138,141,0.388832487309645,0.371918542336549,"Cork4.C4.0","Cork4.C4.0"
"Cork",4,"Cork4","Drought","D1",0,4,23,74,0,0,0,1,2,21,4,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,143,0.460221550855992,0.445502645502646,"Cork4.D1.0","Cork4.D1.0"
"Cork",4,"Cork4","Drought","D2",0,2,6,0,0,0,0,0,4,27,15,75,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,129,166,0.622119815668203,0.594202898550725,"Cork4.D2.0","Cork4.D2.0"
"Cork",4,"Cork4","Drought","D3",0,7,16,6,0,0,0,3,1,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0.356814701378254,0.314845024469821,"Cork4.D3.0","Cork4.D3.0"
"Cork",4,"Cork4","Drought","D4",0,12,11,0,0,0,0,0,0,1,5,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,64,68,0.466089466089466,0.469387755102041,"Cork4.D4.0","Cork4.D4.0"
"Cork",4,"Cork4","Control","C1",32,1,4,19,0,0,0,0,3,2,2,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,1,34,42,0.242524916943522,0.252918287937743,"Cork4.C1.32","Cork4.C1.32"
"Cork",4,"Cork4","Control","C2",32,6,15,24,1,0,0,5,11,3,1,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,81,0.248803827751196,0.209183673469388,"Cork4.C2.32","Cork4.C2.32"
"Cork",4,"Cork4","Control","C3",32,2,13,11,0,0,0,3,7,1,0,5,0,0,0,3,0,0,0,0,0,0,0,6,0,0,1,0,42,52,0.18429003021148,0.160142348754448,"Cork4.C3.32","Cork4.C3.32"
"Cork",4,"Cork4","Control","C4",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.C4.32","Cork4.C4.32"
"Cork",4,"Cork4","Drought","D1",32,7,34,7,0,0,0,1,7,4,8,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,71,75,0.44,0.434782608695652,"Cork4.D1.32","Cork4.D1.32"
"Cork",4,"Cork4","Drought","D2",32,5,3,10,0,0,0,0,2,1,2,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,77,80,0.590361445783132,0.580310880829015,"Cork4.D2.32","Cork4.D2.32"
"Cork",4,"Cork4","Drought","D3",32,12,23,14,0,0,1,1,5,3,18,18,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,95,98,0.415778251599147,0.404545454545455,"Cork4.D3.32","Cork4.D3.32"
"Cork",4,"Cork4","Drought","D4",32,24,28,27,0,0,0,5,7,5,2,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,108,111,0.37007874015748,0.356993736951983,"Cork4.D4.32","Cork4.D4.32"
"Cork",4,"Cork4","Control","C1",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.C1.64","Cork4.C1.64"
"Cork",4,"Cork4","Control","C2",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.C2.64","Cork4.C2.64"
"Cork",4,"Cork4","Control","C3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.C3.64","Cork4.C3.64"
"Cork",4,"Cork4","Control","C4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.C4.64","Cork4.C4.64"
"Cork",4,"Cork4","Drought","D1",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.D1.64","Cork4.D1.64"
"Cork",4,"Cork4","Drought","D2",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.D2.64","Cork4.D2.64"
"Cork",4,"Cork4","Drought","D3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.D3.64","Cork4.D3.64"
"Cork",4,"Cork4","Drought","D4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork4.D4.64","Cork4.D4.64"
"Cork",5,"Cork5","Control","C1",0,115,7,11,0,2,0,2,16,2,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,161,166,0.256896551724138,0.251577998196574,"Cork5.C1.0","Cork5.C1.0"
"Cork",5,"Cork5","Control","C2",0,20,11,2,0,0,0,1,13,6,0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,56,61,0.375675675675676,0.381712626995646,"Cork5.C2.0","Cork5.C2.0"
"Cork",5,"Cork5","Control","C3",0,35,14,5,0,0,0,1,0,3,4,1,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,72,0.36734693877551,0.358437935843794,"Cork5.C3.0","Cork5.C3.0"
"Cork",5,"Cork5","Control","C4",0,69,7,24,0,1,0,7,34,7,5,31,2,0,1,4,0,0,0,0,2,0,0,0,0,0,3,0,185,197,0.257009345794392,0.246473029045643,"Cork5.C4.0","Cork5.C4.0"
"Cork",5,"Cork5","Drought","D1",0,3,7,166,0,2,1,5,9,26,13,40,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,272,281,0.722222222222222,0.74243399871217,"Cork5.D1.0","Cork5.D1.0"
"Cork",5,"Cork5","Drought","D2",0,9,5,4,0,5,0,1,7,14,9,39,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,93,96,0.586363636363636,0.58183990442055,"Cork5.D2.0","Cork5.D2.0"
"Cork",5,"Cork5","Drought","D3",0,6,0,17,0,1,0,0,36,7,0,8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,75,79,0.544334975369458,0.524183006535948,"Cork5.D3.0","Cork5.D3.0"
"Cork",5,"Cork5","Drought","D4",0,6,6,4,0,1,0,1,2,4,3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,35,39,0.55521472392638,0.543801652892562,"Cork5.D4.0","Cork5.D4.0"
"Cork",5,"Cork5","Control","C1",32,61,3,9,0,1,0,2,7,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,86,90,0.260229132569558,0.255172413793103,"Cork5.C1.32","Cork5.C1.32"
"Cork",5,"Cork5","Control","C2",32,78,4,2,0,0,0,1,8,6,7,5,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,111,119,0.350756533700138,0.347058823529412,"Cork5.C2.32","Cork5.C2.32"
"Cork",5,"Cork5","Control","C3",32,10,5,4,0,0,2,0,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,30,0.450134770889488,0.453488372093023,"Cork5.C3.32","Cork5.C3.32"
"Cork",5,"Cork5","Control","C4",32,1,0,4,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.678929765886288,0.661971830985915,"Cork5.C4.32","Cork5.C4.32"
"Cork",5,"Cork5","Drought","D1",32,10,4,16,0,3,2,3,8,4,12,33,1,5,1,0,0,0,0,0,3,0,0,0,0,0,0,1,95,106,0.591111111111111,0.590909090909091,"Cork5.D1.32","Cork5.D1.32"
"Cork",5,"Cork5","Drought","D2",32,73,6,6,0,0,1,4,12,2,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,116,0.356643356643357,0.344827586206897,"Cork5.D2.32","Cork5.D2.32"
"Cork",5,"Cork5","Drought","D3",32,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.799283154121864,0.787878787878788,"Cork5.D3.32","Cork5.D3.32"
"Cork",5,"Cork5","Drought","D4",32,19,3,2,0,0,0,2,3,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,0.343065693430657,0.329896907216495,"Cork5.D4.32","Cork5.D4.32"
"Cork",5,"Cork5","Control","C1",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork5.C1.64","Cork5.C1.64"
"Cork",5,"Cork5","Control","C2",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork5.C2.64","Cork5.C2.64"
"Cork",5,"Cork5","Control","C3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork5.C3.64","Cork5.C3.64"
"Cork",5,"Cork5","Control","C4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork5.C4.64","Cork5.C4.64"
